,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
UBTF,4.836382,-0.037810393,-0.046495456,1.8314632,5.352176,-0.035639524,7.585803,-0.0047944114,3.3943071,-0.0390419,4.879196,4.0567794,-0.07052606,1.9922341,-0.06864854,-0.08108715
TRPS1,4.8511324,-0.037706815,-0.046190448,1.8391432,5.3630543,-0.035761833,7.591853,-0.0049237353,3.4102182,-0.039177343,4.867325,4.0639358,-0.07055242,1.9812673,-0.06839102,-0.08118164
NR1D1,4.4101763,-0.03618992,-0.04888292,1.6173792,5.3293157,-0.033363875,6.879477,-0.009227716,2.9924004,-0.037692223,4.648744,3.6367717,-0.06439572,2.162961,-0.07138729,-0.07841199
NFIB,4.4510083,-0.034610827,-0.046609268,1.1627587,4.6816573,-0.032541867,7.282135,-0.00027507864,3.230838,-0.030689891,4.9368815,3.4972565,-0.07235036,2.310898,-0.06322891,-0.07493082
LGMN,4.8311434,-0.037721734,-0.04654198,1.8232696,5.329028,-0.03547248,7.5757446,-0.0046759676,3.3881128,-0.03881023,4.873095,4.0391107,-0.07048333,2.0061011,-0.06865764,-0.08101311
CHST15,4.842033,-0.03776837,-0.046451826,1.8331066,5.353796,-0.03563973,7.591291,-0.0048030866,3.3952668,-0.039026856,4.8782845,4.0595,-0.07052639,1.9908224,-0.0686421,-0.08113487
TNFAIP3,4.8499866,-0.03780978,-0.046409715,1.8376558,5.3678865,-0.035740033,7.602545,-0.0048671537,3.4070618,-0.039117582,4.8794804,4.0648694,-0.0706164,1.9888757,-0.06861871,-0.08123722
EBF1,4.8496437,-0.037644215,-0.04593532,1.8409084,5.385486,-0.035852183,7.6055083,-0.00502441,3.4213855,-0.039175205,4.8650594,4.066027,-0.070534565,1.9741167,-0.068146825,-0.08108504
HEXIM1,1.3914921,-0.0051982505,-0.0021534935,0.56144977,2.009909,-0.0122121405,2.275026,-0.0040733526,1.0799661,-0.0152526125,1.4056048,1.351084,-0.017465493,0.6122426,-0.014638818,-0.02357312
TIMP3,4.84471,-0.037651483,-0.046112783,1.8342012,5.36705,-0.03571366,7.5909195,-0.004922078,3.411365,-0.039037094,4.868925,4.0538874,-0.07047735,1.9858229,-0.06831912,-0.08101918
NR4A1,3.5502262,-0.025860915,-0.028864993,1.297484,4.3196187,-0.027848449,5.6652765,-0.005700934,2.5298648,-0.030036066,3.635735,3.1050541,-0.05018683,1.3443562,-0.046759088,-0.05872303
SIX5,4.842564,-0.03769608,-0.046262525,1.8354799,5.3592544,-0.03571602,7.589185,-0.0048863664,3.4017973,-0.039104827,4.8715644,4.0613327,-0.07052555,1.9823546,-0.06843194,-0.081099615
ZFP423,4.844045,-0.03778812,-0.046406444,1.8346943,5.358969,-0.03568456,7.596042,-0.0048337057,3.4061077,-0.039047692,4.876998,4.057699,-0.07060067,1.9941248,-0.06858297,-0.0811612
TNS4,4.8310995,-0.037765037,-0.046228528,1.8373374,5.3551807,-0.035655506,7.5934143,-0.004851925,3.4082017,-0.039039966,4.8582015,4.054735,-0.07053839,1.9905964,-0.06833177,-0.081064954
GM24616,0.95257443,-0.003947423,-0.00028152598,0.42755404,1.705244,-0.008979185,1.8713362,-0.0040238914,0.66962326,-0.014219633,1.2961843,1.28456,-0.012987066,0.5846684,-0.011127261,-0.017427456
KHDRBS1,4.8681026,-0.0375884,-0.045885663,1.8453082,5.3812747,-0.035993293,7.600406,-0.0050457204,3.4317474,-0.039316364,4.8553853,4.068541,-0.07061948,1.9661064,-0.06814018,-0.08134097
THRAP3,4.858354,-0.037645098,-0.046026476,1.8426856,5.3697953,-0.03587452,7.596427,-0.004993799,3.4213388,-0.03922355,4.8621917,4.0654984,-0.070595495,1.9729639,-0.068235,-0.08120375
PHB2,5.2390084,-0.024061438,-0.032241132,1.8936821,5.858643,-0.03261039,6.730174,-0.009030192,2.9565587,-0.03424262,5.286615,3.9663277,-0.05739146,0.68651175,-0.05656682,-0.06781699
KLF15,4.8337526,-0.03771709,-0.04638915,1.8283424,5.346059,-0.035595715,7.5836487,-0.004768202,3.392982,-0.03894279,4.8713207,4.049192,-0.07046265,1.9945312,-0.06854427,-0.08101624
RASGRP2,4.8630805,-0.037652764,-0.045973744,1.8420802,5.3792796,-0.035920944,7.602756,-0.005030845,3.4272344,-0.039243575,4.8622103,4.068594,-0.07060401,1.9706051,-0.0682031,-0.081248604
TNK2,4.844297,-0.037702475,-0.046255674,1.8356013,5.351366,-0.035707474,7.589179,-0.004826272,3.4069595,-0.03908113,4.8638973,4.0547724,-0.07057059,1.9887098,-0.06840942,-0.08114492
HIST1H3H,4.859728,-0.037691936,-0.04612729,1.8412722,5.380212,-0.035868354,7.6037865,-0.0049950266,3.4187117,-0.039229777,4.872858,4.0694084,-0.07061355,1.9767123,-0.06836906,-0.08124333
STARD8,4.8389745,-0.037755758,-0.04638155,1.8364424,5.337843,-0.035599705,7.5822463,-0.004747502,3.4010985,-0.039038822,4.8630166,4.05139,-0.070558704,1.9955217,-0.06851495,-0.08113583
GTF2I,4.866281,-0.03770599,-0.046108175,1.8430957,5.3874335,-0.035940584,7.611792,-0.005004397,3.4244819,-0.039276462,4.8725834,4.0715523,-0.070665516,1.975373,-0.06836846,-0.08132335
LEFTY1,3.245321,-0.04535018,-0.049445014,2.366961,3.6522145,-0.021279944,5.682323,0.12093814,3.382788,-0.03266504,4.2534747,3.0681844,-0.06163735,2.22736,-0.06341778,-0.061711706
EPAS1,4.854374,-0.03778206,-0.0462232,1.8415658,5.369454,-0.035801955,7.6065407,-0.004911797,3.4206524,-0.039163228,4.8669243,4.065052,-0.07065555,1.986195,-0.06842543,-0.08127471
GM10259,0.95276177,-0.0039541405,-0.00028863893,0.42714372,1.7050983,-0.008976264,1.8718834,-0.0040248674,0.6698191,-0.014221402,1.2963203,1.2837646,-0.0129865715,0.5852857,-0.01112818,-0.017424168
RFX2,4.833884,-0.037744172,-0.04647689,1.8292952,5.339672,-0.03557298,7.57674,-0.004762305,3.386917,-0.03898009,4.873414,4.053163,-0.07045063,1.9908142,-0.06862283,-0.08104367
PFKP,4.8497066,-0.037674595,-0.046202067,1.8357483,5.3535094,-0.035718337,7.589157,-0.0048681516,3.4081287,-0.03908267,4.8644805,4.058938,-0.07053929,1.9828985,-0.06838524,-0.08115542
B2M,4.8483863,-0.03770561,-0.046262313,1.835853,5.3598223,-0.035732765,7.5896883,-0.004881157,3.4043553,-0.039115064,4.8720946,4.062021,-0.07052905,1.9813545,-0.06845733,-0.08113678
PELP1,4.853677,-0.03773162,-0.04623641,1.8409466,5.3723745,-0.035809264,7.597048,-0.0049441163,3.410545,-0.039224148,4.8759756,4.0693626,-0.07059223,1.977932,-0.06845351,-0.08120697
NUP210,4.837976,-0.03778556,-0.04649997,1.8289105,5.3482227,-0.03561506,7.5869136,-0.0047783437,3.3932998,-0.038971405,4.878232,4.055079,-0.07051132,1.9931779,-0.06865949,-0.081092715
UNG,4.8369017,-0.03764911,-0.046318345,1.8269091,5.339423,-0.035580672,7.578708,-0.0047928207,3.3922434,-0.038911637,4.8676386,4.0506544,-0.07043006,1.9884434,-0.06846735,-0.08100814
P4HA1,4.832822,-0.037772775,-0.046493467,1.8323566,5.346018,-0.035574947,7.5844355,-0.004762914,3.3906446,-0.038993776,4.8755336,4.0534186,-0.070507936,1.995854,-0.06863884,-0.08107057
POU5F1,1.2408173,-0.004085651,-0.0006288047,0.5067891,1.860886,-0.011177139,2.0689366,-0.003916125,0.9728049,-0.014334397,1.2718494,1.2496119,-0.015367144,0.56777006,-0.01268447,-0.021267084
HIST1H1B,4.866041,-0.03758781,-0.04589765,1.8423358,5.3815103,-0.035936072,7.602189,-0.0050582043,3.427169,-0.039266385,4.8614774,4.06949,-0.07060194,1.9673903,-0.068130895,-0.08124542
GM37917,0.95276177,-0.0039541405,-0.00028863893,0.42714372,1.7050983,-0.008976264,1.8718834,-0.0040248674,0.6698191,-0.014221402,1.2963203,1.2837646,-0.0129865715,0.5852857,-0.01112818,-0.017424168
ABTB1,4.976922,-0.038946774,-0.042645454,1.4422349,4.505475,-0.033968437,6.55739,-0.009392378,3.170191,-0.036966886,4.849326,4.6762285,-0.05902734,1.2625426,-0.069740325,-0.07450782
RCOR2,4.8531117,-0.037795465,-0.046432424,1.8378183,5.3636518,-0.03575763,7.6022224,-0.004847201,3.4082134,-0.039157778,4.8804364,4.0653157,-0.07068953,1.9916351,-0.068644926,-0.081304125
MAZ,4.8354673,-0.037699033,-0.046392415,1.827243,5.3396482,-0.035557568,7.5777874,-0.0047714347,3.3912845,-0.038913876,4.871644,4.0499,-0.07043663,1.9920971,-0.06854481,-0.08100394
TMEM144,4.821794,-0.037739392,-0.04630569,1.8271015,5.3400426,-0.035595402,7.5757174,-0.0047696875,3.395998,-0.038958654,4.8598394,4.0448937,-0.07039823,1.9932144,-0.06839986,-0.08093642
KIT,4.855187,-0.03771041,-0.04621904,1.8387959,5.370894,-0.03581738,7.5967813,-0.0049523017,3.4114025,-0.039185483,4.8747125,4.0677204,-0.070575625,1.9772145,-0.06844207,-0.08120251
SLCO3A1,4.835027,-0.037804577,-0.04644054,1.8298497,5.354917,-0.03562394,7.5874186,-0.004799472,3.3954117,-0.038992498,4.877648,4.055171,-0.07047757,1.9920876,-0.06860475,-0.08103457
MAPK11,4.8317075,-0.03772388,-0.046402708,1.8287127,5.342859,-0.03558226,7.578106,-0.0047786636,3.3906543,-0.038958643,4.8707476,4.0502357,-0.07044428,1.9912806,-0.06853504,-0.08099798
CTSA,4.859689,-0.03784555,-0.04664081,1.7862353,5.3330708,-0.036159825,7.4940023,-0.005260376,3.4316123,-0.039182615,4.826439,3.9893367,-0.07049286,1.9813726,-0.068491,-0.08140443
BASP1,4.847223,-0.037680164,-0.04622552,1.8343632,5.3622365,-0.035732523,7.5944057,-0.004878566,3.4064288,-0.039078675,4.869869,4.0585527,-0.070544735,1.9855831,-0.068416946,-0.081134364
DKC1,4.844189,-0.03771605,-0.04617932,1.8391752,5.361958,-0.035753846,7.5818615,-0.004963394,3.416235,-0.03922201,4.871114,4.0648484,-0.07057499,1.9838984,-0.068331346,-0.08105773
ULK1,4.8472233,-0.03771009,-0.04620599,1.8388342,5.3659787,-0.03574763,7.593502,-0.0049172556,3.4103336,-0.039136194,4.8708096,4.0619717,-0.0705572,1.9823563,-0.068391845,-0.08113
GLDC,4.835006,-0.03777145,-0.046476558,1.8311615,5.3466616,-0.0355897,7.5788755,-0.0047829794,3.388232,-0.039017722,4.878222,4.0565443,-0.07044986,1.9893972,-0.06864404,-0.0810345
ZIC3,2.6191943,-0.010855894,-0.010511428,0.9284682,3.3822827,-0.019459752,3.6801457,-0.0066668615,1.6775134,-0.020828737,2.6304119,2.1718957,-0.029278403,0.53145504,-0.026384447,-0.036842804
AKT1,4.834274,-0.037771855,-0.046489373,1.8310536,5.3439503,-0.03558769,7.580809,-0.0047731823,3.3915617,-0.038993765,4.874775,4.0525894,-0.0704951,1.9943334,-0.068635836,-0.08106678
HMGA2,4.8631253,-0.037776794,-0.04616195,1.8426275,5.3885694,-0.035886727,7.612914,-0.004992745,3.4265485,-0.03921416,4.875719,4.069153,-0.07064049,1.9813915,-0.06843693,-0.08127946
SMAD7,4.8703146,-0.037691563,-0.046135206,1.8478769,5.3798094,-0.035945967,7.6066275,-0.005012229,3.4268148,-0.039338805,4.8708496,4.072471,-0.070725985,1.9757288,-0.06839105,-0.08139871
BCAM,4.857149,-0.037647594,-0.045989975,1.8431107,5.369628,-0.035863534,7.595694,-0.0049990444,3.422618,-0.03924482,4.858681,4.066833,-0.07059083,1.9722297,-0.06818532,-0.08120885
MIR7003,0.95276177,-0.0039541405,-0.00028863893,0.42714372,1.7050983,-0.008976264,1.8718834,-0.0040248674,0.6698191,-0.014221402,1.2963203,1.2837646,-0.0129865715,0.5852857,-0.01112818,-0.017424168
PCOLCE,3.8236616,-0.041908767,-0.044566106,1.1430993,5.435933,-0.04032053,7.5975037,-0.0028373813,2.7137253,-0.038533423,4.5678196,4.356439,-0.06517062,1.0335728,-0.059068188,-0.07186429
GM26917,0.95276177,-0.0039541405,-0.00028863893,0.42714372,1.7050983,-0.008976264,1.8718834,-0.0040248674,0.6698191,-0.014221402,1.2963203,1.2837646,-0.0129865715,0.5852857,-0.01112818,-0.017424168
BEX1,4.8279223,-0.03770554,-0.046348695,1.8277534,5.3362594,-0.035550084,7.5732903,-0.0047544157,3.387276,-0.03891514,4.867531,4.0491905,-0.07037788,1.9881582,-0.06847575,-0.08090579
RYBP,3.9742608,-0.029372199,-0.033606,1.4859016,4.693007,-0.030663365,6.2710238,-0.0056190984,2.8657954,-0.03285322,4.008905,3.4060147,-0.056469195,1.5048412,-0.053150363,-0.0657346
HDAC11,3.7986443,-0.04185498,-0.044707265,1.1228456,5.401517,-0.040053386,7.569933,-0.0026486143,2.681773,-0.038183354,4.563459,4.337071,-0.06486606,1.0387081,-0.059135847,-0.07153156
SATB2,4.8629656,-0.03740025,-0.045597743,1.837705,5.3793106,-0.035910714,7.589316,-0.0050574993,3.4341116,-0.039117422,4.8439374,4.052298,-0.07042482,1.9668005,-0.067879245,-0.08112568
CBX7,1.0268902,-0.0038436016,-0.0027282035,0.3944065,1.981759,-0.01018064,1.8513582,-0.006415809,0.7190054,-0.014053307,1.3094215,1.1401985,-0.012751441,0.6926281,-0.015246615,-0.02002041
HDAC1,2.2911804,-0.013303178,-0.012518017,0.8339747,3.0244427,-0.0190076,3.6461327,-0.0052282754,1.6723819,-0.02087588,2.3083105,2.0468228,-0.030320263,0.86053807,-0.02711821,-0.03758828
AU018091,4.836615,-0.037772853,-0.04639401,1.8329831,5.3504934,-0.035659123,7.5905733,-0.0047942256,3.4039536,-0.039014686,4.870355,4.051463,-0.07058666,1.996159,-0.06851775,-0.081105515
DDX5,3.8354645,-0.041553617,-0.043932397,1.1457245,5.43522,-0.040444314,7.5794954,-0.002974288,2.7300887,-0.03856916,4.53138,4.3469033,-0.06497648,1.0125084,-0.058506925,-0.07183693
ZBTB10,4.8452086,-0.037656054,-0.046198666,1.83282,5.35355,-0.035692833,7.5904727,-0.004858285,3.404687,-0.039023858,4.865856,4.0574036,-0.07051137,1.9841633,-0.06837315,-0.08109659
NUPR1,4.837639,-0.037775654,-0.046382118,1.8356895,5.346277,-0.035672985,7.5828967,-0.004816252,3.4015725,-0.03912763,4.8707933,4.058778,-0.070592895,1.9903866,-0.068515584,-0.08112731
RPL22L1,4.8531976,-0.037554305,-0.045832485,1.8397232,5.368334,-0.0358655,7.5805264,-0.005122124,3.414605,-0.039220694,4.853707,4.0714817,-0.070364326,1.9529397,-0.068049885,-0.08104511
BNIP3,4.8481417,-0.0377846,-0.046379823,1.8330705,5.363254,-0.035746712,7.599935,-0.004857072,3.4092112,-0.03907374,4.876622,4.059745,-0.07063087,1.991246,-0.06855535,-0.08120561
ETV3,4.8278995,-0.037720244,-0.046403576,1.8273134,5.3400793,-0.03555165,7.5756426,-0.004772979,3.3860877,-0.03893247,4.8707547,4.0513363,-0.070396885,1.9895118,-0.0685323,-0.080949254
GM25500,0.9515473,-0.0039502955,-0.00027767435,0.42841092,1.7065989,-0.008981936,1.8706722,-0.004026805,0.66861284,-0.014227557,1.296501,1.2847271,-0.012984403,0.58493525,-0.011120564,-0.017435046
VIM,4.838918,-0.037673764,-0.04625793,1.8292298,5.3572946,-0.035666633,7.5890594,-0.004853522,3.3986063,-0.038984563,4.8713617,4.0547633,-0.07045978,1.9870605,-0.068436585,-0.08102262
MIR466O,0.95276177,-0.0039541405,-0.00028863893,0.42714372,1.7050983,-0.008976264,1.8718834,-0.0040248674,0.6698191,-0.014221402,1.2963203,1.2837646,-0.0129865715,0.5852857,-0.01112818,-0.017424168
AMOT,5.1617007,-0.032216024,-0.03903234,0.80208254,4.45472,-0.029994592,7.389552,0.055352286,2.9192996,-0.024592161,3.2498932,3.1611803,-0.057171278,2.0741723,-0.063329086,-0.0829446
CALU,4.8681426,-0.037551563,-0.045835484,1.8413314,5.3836064,-0.035966482,7.6014733,-0.0050553237,3.4295466,-0.03923407,4.8572435,4.0669627,-0.07054178,1.9652833,-0.068119824,-0.08126177
NR1D2,4.869616,-0.037721045,-0.04626149,1.8405869,5.375349,-0.035880104,7.607543,-0.0049582785,3.4202178,-0.039216127,4.879554,4.071453,-0.070702486,1.9797715,-0.06852262,-0.08137213
FRMD4A,4.839696,-0.037717707,-0.046277855,1.834433,5.3535867,-0.0356638,7.5884314,-0.0048387097,3.4007187,-0.039045032,4.8679323,4.0578485,-0.07049452,1.9860303,-0.06844429,-0.08107476
MGST3,4.846496,-0.03782926,-0.0464629,1.838001,5.3632336,-0.035724252,7.593753,-0.004866201,3.4040427,-0.039158486,4.8818893,4.064437,-0.07061456,1.9894122,-0.06865419,-0.08120828
MAPK13,4.827519,-0.037772756,-0.046473257,1.8258525,5.342936,-0.035543807,7.5797467,-0.0047330754,3.3875651,-0.038902167,4.8738637,4.047639,-0.07042354,1.9959382,-0.06860249,-0.08096046
APEX1,4.8404284,-0.037807032,-0.04646399,1.8329846,5.3551664,-0.03567473,7.586829,-0.0048245173,3.3978343,-0.039086726,4.8800488,4.0598826,-0.07055011,1.9898627,-0.068630315,-0.08111715
GM25835,0.95276177,-0.0039541405,-0.00028863893,0.42714372,1.7050983,-0.008976264,1.8718834,-0.0040248674,0.6698191,-0.014221402,1.2963203,1.2837646,-0.0129865715,0.5852857,-0.01112818,-0.017424168
TXNIP,3.2605908,-0.045551386,-0.04998017,2.3620045,3.6514635,-0.021261012,5.709036,0.13233598,3.3737395,-0.032672174,4.287957,3.0798185,-0.06195585,2.2482462,-0.06395804,-0.06196198
EMP2,4.835933,-0.037771385,-0.04648611,1.8298825,5.343293,-0.035573788,7.5820994,-0.0047528422,3.3919475,-0.038954,4.873587,4.050641,-0.07047663,1.9953344,-0.06864417,-0.0810688
MIR669A-3,0.95276177,-0.0039541405,-0.00028863893,0.42714372,1.7050983,-0.008976264,1.8718834,-0.0040248674,0.6698191,-0.014221402,1.2963203,1.2837646,-0.0129865715,0.5852857,-0.01112818,-0.017424168
HDLBP,5.155704,-0.031905115,-0.038655706,0.79064274,4.437356,-0.02999517,7.369307,0.049155995,2.9104009,-0.024456121,3.2366288,3.157591,-0.056956634,2.0542958,-0.062921934,-0.082645126
PIAS3,4.8443956,-0.0377297,-0.04642898,1.829368,5.354354,-0.03564152,7.5890455,-0.0048123365,3.3950953,-0.03898016,4.879564,4.056212,-0.07049485,1.9900867,-0.06862899,-0.08110711
GM26060,0.78684795,-0.0025048216,0.20514935,0.5506319,1.6135002,-0.0074153924,1.6521027,-0.0050681345,0.6539182,-0.014848301,1.1622584,1.2190857,-0.011739062,0.6452263,-0.0089270305,-0.015419672
MIS18BP1,4.8536854,-0.037724506,-0.046370257,1.8345113,5.357583,-0.035731148,7.59791,-0.004841914,3.4071019,-0.039068244,4.87652,4.060856,-0.07063597,1.988788,-0.06856068,-0.08124461
GM28960,0.95276177,-0.0039541405,-0.00028863893,0.42714372,1.7050983,-0.008976264,1.8718834,-0.0040248674,0.6698191,-0.014221402,1.2963203,1.2837646,-0.0129865715,0.5852857,-0.01112818,-0.017424168
NR1H2,4.8369136,-0.037764173,-0.046476312,1.8332318,5.350683,-0.035628643,7.5878305,-0.004813245,3.3931057,-0.039037466,4.8769526,4.0581584,-0.070537,1.992213,-0.06863501,-0.08112128
MSC,4.853276,-0.037498135,-0.045689978,1.8393855,5.3767533,-0.035900936,7.592152,-0.0050624018,3.4268677,-0.03916014,4.8427324,4.0600686,-0.0704242,1.9632397,-0.06791531,-0.08110809
TFRC,4.864864,-0.037577674,-0.0459066,1.8415346,5.3761015,-0.035929807,7.602179,-0.005002233,3.4244602,-0.039243124,4.8580093,4.066455,-0.070590295,1.9698334,-0.068144105,-0.081270695
PDCD11,4.8664975,-0.037995268,-0.046789512,1.7904958,5.3411403,-0.036186904,7.5038195,-0.005243279,3.4358096,-0.039244905,4.834751,3.9971712,-0.07056156,1.9825635,-0.068673834,-0.08152534
CITED2,4.8626328,-0.037659045,-0.046106983,1.8410937,5.37924,-0.035901442,7.6033397,-0.005006795,3.4190907,-0.03924666,4.87143,4.069994,-0.07062726,1.9736388,-0.06834494,-0.08127284
NDN,4.9709163,-0.038972,-0.042711608,1.438337,4.511048,-0.033939835,6.5572095,-0.009390039,3.1621792,-0.036929365,4.8582,4.677179,-0.058967363,1.2626182,-0.069813386,-0.074422695
GM24201,0.95257443,-0.003947423,-0.00028152598,0.42755404,1.705244,-0.008979185,1.8713362,-0.0040238914,0.66962326,-0.014219633,1.2961843,1.28456,-0.012987066,0.5846684,-0.011127261,-0.017427456
PCBP2,4.8532124,-0.03779569,-0.046463907,1.8381482,5.36409,-0.035755105,7.599024,-0.004858963,3.404153,-0.039159074,4.8825946,4.0666437,-0.07064592,1.9875803,-0.0686758,-0.081282556
GM44206,0.95276177,-0.0039541405,-0.00028863893,0.42714372,1.7050983,-0.008976264,1.8718834,-0.0040248674,0.6698191,-0.014221402,1.2963203,1.2837646,-0.0129865715,0.5852857,-0.01112818,-0.017424168
RANBP17,4.833262,-0.03774498,-0.046376966,1.8314066,5.347574,-0.035645623,7.5815496,-0.0048168963,3.3962486,-0.039036434,4.8704195,4.0541854,-0.07050793,1.9893801,-0.06849749,-0.08104208
GM24289,0.95227075,-0.003959428,-0.00027650996,0.4277214,1.7045397,-0.008975602,1.8702891,-0.0040109865,0.67044765,-0.01422588,1.297343,1.2849844,-0.01300176,0.5868766,-0.011132926,-0.01742233
LMO4,4.823755,-0.03774642,-0.04645217,1.8259823,5.332281,-0.035515793,7.5703373,-0.004701272,3.384427,-0.038901202,4.871214,4.0485334,-0.07042997,1.9967194,-0.06857825,-0.08094059
ORC2,4.8297596,-0.037781928,-0.04656474,1.826301,5.3384304,-0.03552018,7.573929,-0.0047306893,3.384075,-0.038914904,4.878897,4.048399,-0.070425786,1.9965795,-0.068707734,-0.08098612
RPL15-PS3,0.95276177,-0.0039541405,-0.00028863893,0.42714372,1.7050983,-0.008976264,1.8718834,-0.0040248674,0.6698191,-0.014221402,1.2963203,1.2837646,-0.0129865715,0.5852857,-0.01112818,-0.017424168
SMARCB1,4.8407154,-0.03779491,-0.04635364,1.8349932,5.3609214,-0.03569538,7.5983195,-0.004841313,3.4065084,-0.039049335,4.871761,4.058113,-0.070572466,1.992259,-0.06852197,-0.08114028
ATF7,4.858646,-0.03769169,-0.046121366,1.8416023,5.3684263,-0.035837837,7.6016526,-0.0049323016,3.4218712,-0.039193384,4.862901,4.06294,-0.07064828,1.981537,-0.06832182,-0.081273146
NPHS1,4.843846,-0.037771,-0.046420492,1.8306587,5.357364,-0.035650034,7.5931425,-0.004841332,3.4038916,-0.03895816,4.8780527,4.054097,-0.070534356,1.9938852,-0.06860806,-0.08111636
CNOT3,3.7521608,-0.026368398,-0.02972214,1.3935704,4.4810214,-0.02925816,5.8729463,-0.005698252,2.7237167,-0.030909618,3.7057264,3.1703858,-0.052463293,1.380664,-0.048671834,-0.06191491
TGIF1,2.4438615,-0.014327089,-0.013957317,0.9046551,3.1441746,-0.019856704,3.8495097,-0.005149652,1.7845596,-0.021837367,2.4318051,2.1509128,-0.03248497,0.90560824,-0.029083917,-0.040027373
ARID3B,4.838987,-0.03739681,-0.045510642,1.8428304,5.3633156,-0.035807155,7.5632353,-0.005060573,3.4280767,-0.03913649,4.8206463,4.0427637,-0.070256755,1.9628156,-0.067698486,-0.080971286
HIST1H2BK,4.861446,-0.03759563,-0.04584652,1.843855,5.3950367,-0.035991743,7.607968,-0.0051110354,3.4258642,-0.03930908,4.862744,4.074105,-0.07055439,1.9622523,-0.06810363,-0.081210144
MANF,5.231433,-0.024041528,-0.032271083,1.8918058,5.8552895,-0.032540847,6.7214365,-0.0090198,2.9535084,-0.034181263,5.2883515,3.9683828,-0.05735927,0.6877298,-0.056570925,-0.067681365
GM4202,0.95276177,-0.0039541405,-0.00028863893,0.42714372,1.7050983,-0.008976264,1.8718834,-0.0040248674,0.6698191,-0.014221402,1.2963203,1.2837646,-0.0129865715,0.5852857,-0.01112818,-0.017424168
PHF20,4.839588,-0.0377722,-0.04648454,1.8333132,5.3542666,-0.03562418,7.584649,-0.004803477,3.3906412,-0.03905354,4.8818507,4.058731,-0.07048799,1.9896921,-0.068676844,-0.081089474
STAT5B,4.8295155,-0.037762336,-0.046537466,1.8256532,5.335309,-0.03551775,7.575764,-0.004714247,3.3847384,-0.038894568,4.875444,4.0477214,-0.0704414,1.9972048,-0.06866705,-0.08099587
SLC16A1,4.8408766,-0.037768167,-0.04639987,1.8320105,5.3550525,-0.035674985,7.586397,-0.004838577,3.3972857,-0.039060168,4.8770556,4.0598264,-0.070506796,1.986313,-0.06857284,-0.08109079
TYRO3,4.8347917,-0.037762705,-0.04645351,1.8301471,5.3474874,-0.035563953,7.583667,-0.0047826027,3.3931258,-0.038935132,4.875442,4.051066,-0.07045344,1.9957343,-0.06862883,-0.081030875
RAD51,4.8390517,-0.037799526,-0.04647026,1.8342364,5.352413,-0.035639767,7.5902777,-0.0048104166,3.398102,-0.039041694,4.876597,4.0582004,-0.07055674,1.993342,-0.06863487,-0.08113763
GATA6,4.8527327,-0.03752144,-0.04564693,1.8433598,5.3738823,-0.035912324,7.5856175,-0.005086786,3.4361415,-0.03919713,4.835321,4.0585837,-0.07043552,1.9632443,-0.06787161,-0.08115589
SKIL,4.840028,-0.037778612,-0.0463787,1.8318418,5.3576145,-0.035685882,7.592428,-0.0048298794,3.4010372,-0.03903792,4.8745933,4.0580096,-0.070534855,1.9894096,-0.0685423,-0.08110214
EFEMP2,4.8276324,-0.037765525,-0.046439707,1.8255792,5.3438663,-0.03555368,7.5798807,-0.0047612,3.3908238,-0.03889292,4.8721538,4.0469193,-0.07042538,1.9956186,-0.0685639,-0.0809546
RNF19A,4.843685,-0.03773798,-0.046312664,1.8361253,5.351391,-0.035694808,7.5873766,-0.0048608873,3.4028702,-0.039099686,4.869599,4.0623956,-0.070545174,1.9836998,-0.068476334,-0.08113848
AMOTL2,4.8525815,-0.03766376,-0.0461393,1.8370636,5.365199,-0.0358092,7.595788,-0.004931657,3.4110203,-0.03914999,4.8654776,4.064253,-0.07055247,1.9764975,-0.068336464,-0.08118084
STAT4,4.862112,-0.03761449,-0.04607853,1.8393644,5.3693666,-0.03589003,7.5982895,-0.0049882005,3.418052,-0.039221935,4.8643823,4.0664563,-0.07061845,1.9739659,-0.06829862,-0.081277475
MCM4,4.8429437,-0.037776142,-0.046340633,1.8365693,5.363116,-0.035720658,7.5938573,-0.0048648464,3.4049456,-0.039113604,4.87466,4.0608025,-0.07056375,1.9873368,-0.06851657,-0.08113537
CTBP2,4.852994,-0.037657436,-0.04600811,1.8401781,5.371437,-0.035847157,7.5996723,-0.004974896,3.4212146,-0.03917966,4.8579464,4.0627885,-0.07057413,1.976005,-0.06819313,-0.08117893
PEG3,4.85275,-0.03775202,-0.04625945,1.8429754,5.363853,-0.035746492,7.5986257,-0.0048714844,3.4142954,-0.03917296,4.868394,4.0618925,-0.070627436,1.9887204,-0.068470374,-0.081247054
GM22091,0.95276177,-0.0039541405,-0.00028863893,0.42714372,1.7050983,-0.008976264,1.8718834,-0.0040248674,0.6698191,-0.014221402,1.2963203,1.2837646,-0.0129865715,0.5852857,-0.01112818,-0.017424168
ALPL,4.834144,-0.03776067,-0.046415333,1.8290592,5.3502283,-0.035613146,7.582598,-0.00478538,3.392072,-0.038990658,4.8764,4.0541706,-0.07045816,1.9899801,-0.06856827,-0.081005976
MEG3,3.9224732,-0.03076827,-0.033186834,1.5285699,4.6874337,-0.032523245,6.4525547,-0.00542365,3.2087085,-0.03169288,3.7414145,3.2629304,-0.057974543,1.5460793,-0.051916644,-0.067124486
